POD;N_Righe;N_Mesi;Tot_NaN_Q;Tot_Celle;Completezza [%]
99999E00033759;798;13;8;76608;99.99
99999E00033763;920;15;8;88320;99.99
99999E00033767;980;16;8;94080;99.99
99999E00033771;1100;18;8;105600;99.99
99999E00033772;1596;13;16;153216;99.99
99999E00033774;920;15;8;88320;99.99
99999E00033779;798;13;8;76608;99.99
99999E00033787;1042;17;8;100032;99.99
99999E00033788;920;15;8;88320;99.99
99999E00033789;980;16;8;94080;99.99
99999E00033794;1100;18;8;105600;99.99
99999E00033798;920;15;8;88320;99.99
99999E00033799;1100;18;8;105600;99.99
99999E00033800;920;15;8;88320;99.99
99999E00033802;980;16;8;94080;99.99
99999E00033807;980;16;8;94080;99.99
99999E00033811;980;16;8;94080;99.99
99999E00033814;1042;17;8;100032;99.99
99999E00033818;1100;18;8;105600;99.99
99999E00033819;798;13;8;76608;99.99
99999E00033822;1042;17;8;100032;99.99
99999E00033824;920;15;8;88320;99.99
99999E00033825;1716;14;16;164736;99.99
99999E00033827;1384;12;16;132864;99.99
99999E00033829;920;15;8;88320;99.99
99999E00033830;1100;18;16;105600;99.98
99999E00033836;980;16;8;94080;99.99
99999E00033837;1100;18;8;105600;99.99
99999E00033842;980;16;8;94080;99.99
99999E00033846;980;16;8;94080;99.99
99999E00033857;1100;18;8;105600;99.99
99999E00033859;858;14;8;82368;99.99
99999E00033864;1100;18;8;105600;99.99
99999E00033870;1100;18;8;105600;99.99
99999E00033872;1100;18;8;105600;99.99
99999E00033878;980;16;8;94080;99.99
99999E00033879;980;16;8;94080;99.99
99999E00033883;920;15;8;88320;99.99
99999E00033884;1100;18;8;105600;99.99
99999E00033887;1100;18;8;105600;99.99
99999E00033888;1042;17;8;100032;99.99
99999E00033891;920;15;8;88320;99.99
99999E00033892;920;15;8;88320;99.99
99999E00033899;858;14;8;82368;99.99
99999E00033901;1100;18;8;105600;99.99
99999E00033902;980;16;8;94080;99.99
99999E00033903;980;16;8;94080;99.99
99999E00033915;1650;18;12;158400;99.99
99999E00033917;980;16;8;94080;99.99
99999E00033923;1100;18;8;105600;99.99
99999E00033928;1100;18;8;105600;99.99
99999E00033929;980;16;8;94080;99.99
99999E00033932;1100;18;8;105600;99.99
99999E00033933;1100;18;8;105600;99.99
99999E00033936;1100;18;8;105600;99.99
99999E00033952;980;16;8;94080;99.99
99999E00033956;1100;18;8;105600;99.99
99999E00033960;1100;18;8;105600;99.99
99999E00033963;798;13;8;76608;99.99
99999E00033964;798;13;8;76608;99.99
99999E00033971;1100;18;8;105600;99.99
99999E00033972;920;15;8;88320;99.99
99999E00033978;1100;18;8;105600;99.99
99999E00033982;1100;18;8;105600;99.99
99999E00033987;920;15;8;88320;99.99
99999E00033998;858;14;8;82368;99.99
99999E00034000;998;18;8;95808;99.99
99999E00034003;1100;18;8;105600;99.99
99999E00034004;980;16;8;94080;99.99
99999E00034006;1042;17;8;100032;99.99
99999E00034010;1100;18;8;105600;99.99
99999E00034018;980;16;8;94080;99.99
99999E00034032;1100;18;8;105600;99.99
99999E00034035;920;15;8;88320;99.99
99999E00034039;1100;18;8;105600;99.99
99999E00034041;980;16;8;94080;99.99
99999E00034043;1100;18;8;105600;99.99
99999E00034047;980;16;8;94080;99.99
99999E00034049;1100;18;8;105600;99.99
99999E00034054;1100;18;8;105600;99.99
99999E00034057;1042;17;8;100032;99.99
99999E00034059;1100;18;8;105600;99.99
99999E00034062;2200;18;16;211200;99.99
99999E00034063;1100;18;8;105600;99.99
99999E00034067;980;16;8;94080;99.99
99999E00034072;980;16;8;94080;99.99
99999E00034075;920;15;8;88320;99.99
99999E00034076;920;15;8;88320;99.99
99999E00034079;2200;18;16;211200;99.99
99999E00034087;980;16;8;94080;99.99
99999E00034088;980;16;8;94080;99.99
99999E00034089;980;16;8;94080;99.99
99999E00034090;980;16;8;94080;99.99
99999E00034093;858;14;8;82368;99.99
99999E00034097;1100;18;8;105600;99.99
99999E00034103;1100;18;8;105600;99.99
99999E00034129;1100;18;8;105600;99.99
99999E00034134;980;16;8;94080;99.99
99999E00034144;980;16;8;94080;99.99
99999E00034146;1042;17;8;100032;99.99
99999E00034152;1100;18;8;105600;99.99
99999E00034153;1100;18;8;105600;99.99
99999E00034154;1100;18;8;105600;99.99
99999E00034164;980;16;8;94080;99.99
99999E00034182;980;16;8;94080;99.99
99999E00034189;1100;18;8;105600;99.99
99999E00034214;858;14;8;82368;99.99
99999E00034215;1100;18;8;105600;99.99
99999E00034234;858;14;8;82368;99.99
99999E00034236;1100;18;8;105600;99.99
99999E00034245;1100;18;12;105600;99.99
99999E00034246;1100;18;8;105600;99.99
99999E00034257;980;16;8;94080;99.99
99999E00034258;1100;18;8;105600;99.99
99999E00034268;1042;17;8;100032;99.99
99999E00034272;1100;18;8;105600;99.99
99999E00034277;1100;18;8;105600;99.99
99999E00034280;1100;18;8;105600;99.99
99999E00034283;1100;18;8;105600;99.99
99999E00034285;1100;18;8;105600;99.99
99999E00034293;1100;18;8;105600;99.99
99999E00034294;858;14;8;82368;99.99
99999E00034297;1042;17;8;100032;99.99
99999E00034299;1042;17;8;100032;99.99
99999E00034308;1100;18;8;105600;99.99
99999E00034312;1100;18;8;105600;99.99
99999E00034316;1100;18;8;105600;99.99
99999E00034321;1100;18;8;105600;99.99
99999E00034325;920;15;8;88320;99.99
99999E00034326;920;15;8;88320;99.99
99999E00034327;980;16;8;94080;99.99
99999E00034328;1100;18;8;105600;99.99
99999E00034330;980;16;8;94080;99.99
99999E00034331;1100;18;8;105600;99.99
99999E00034333;980;16;8;94080;99.99
99999E00034335;980;16;8;94080;99.99
99999E00034336;980;16;8;94080;99.99
99999E00034337;980;16;8;94080;99.99
99999E00034338;980;16;8;94080;99.99
99999E00034339;980;16;8;94080;99.99
99999E00034344;1100;18;8;105600;99.99
99999E00034357;858;14;8;82368;99.99
99999E00034363;1100;18;8;105600;99.99
99999E00034366;1042;17;8;100032;99.99
99999E00034369;1840;15;16;176640;99.99
99999E00034370;1100;18;8;105600;99.99
99999E00034371;980;16;8;94080;99.99
99999E00034372;920;15;8;88320;99.99
99999E00034378;1357;17;12;130272;99.99
99999E00034379;920;15;8;88320;99.99
99999E00034387;1100;18;16;105600;99.98
99999E00034388;920;15;8;88320;99.99
99999E00034389;1716;14;16;164736;99.99
99999E00034402;1042;17;8;100032;99.99
99999E00034405;980;16;8;94080;99.99
99999E00034406;1042;17;8;100032;99.99
99999E00034418;980;16;8;94080;99.99
99999E00034419;798;13;8;76608;99.99
99999E00034420;980;16;8;94080;99.99
99999E00034421;1100;18;8;105600;99.99
99999E00034443;1100;18;8;105600;99.99
99999E00034444;1100;18;8;105600;99.99
99999E00034445;920;15;8;88320;99.99
99999E00034449;920;15;8;88320;99.99
99999E00034452;1100;18;8;105600;99.99
99999E00034455;920;15;8;88320;99.99
99999E00034459;980;16;8;94080;99.99
99999E00034460;1100;18;8;105600;99.99
99999E00034461;920;15;8;88320;99.99
99999E00034463;858;14;8;82368;99.99
99999E00034465;1100;18;8;105600;99.99
99999E00034466;920;15;8;88320;99.99
99999E00034471;1776;15;16;170496;99.99
99999E00034472;1100;18;8;105600;99.99
99999E00034473;1100;18;8;105600;99.99
99999E00034480;1042;17;8;100032;99.99
99999E00034484;1100;18;8;105600;99.99
99999E00034486;1042;17;8;100032;99.99
99999E00034493;858;14;8;82368;99.99
99999E00034494;1100;18;8;105600;99.99
99999E00034503;798;13;8;76608;99.99
99999E00034506;1042;17;8;100032;99.99
99999E00034507;1100;18;8;105600;99.99
99999E00034510;980;16;8;94080;99.99
99999E00034512;1840;15;16;176640;99.99
99999E00034513;1414;18;8;135744;99.99
99999E00034517;858;14;8;82368;99.99
99999E00034519;920;15;8;88320;99.99
99999E00034520;920;15;8;88320;99.99
99999E00034522;980;16;8;94080;99.99
99999E00034523;980;16;8;94080;99.99
99999E00034524;858;14;8;82368;99.99
99999E00034525;980;16;8;94080;99.99
99999E00034526;980;16;8;94080;99.99
99999E00034530;920;15;8;88320;99.99
99999E00034535;1100;18;8;105600;99.99
99999E00034536;1100;18;8;105600;99.99
99999E00034537;1100;18;8;105600;99.99
99999E00034540;1042;17;8;100032;99.99
99999E00034544;920;15;8;88320;99.99
99999E00034545;2605;17;20;250080;99.99
99999E00034547;1100;18;8;105600;99.99
99999E00034552;1100;18;8;105600;99.99
99999E00034554;1100;18;8;105600;99.99
99999E00034555;1042;17;8;100032;99.99
99999E00034556;1100;18;8;105600;99.99
99999E00034578;980;16;8;94080;99.99
99999E00034581;1042;17;8;100032;99.99
99999E00034585;1042;17;8;100032;99.99
99999E00034587;920;15;8;88320;99.99
99999E00034594;858;14;8;82368;99.99
99999E00034597;1100;18;8;105600;99.99
99999E00034600;1042;17;8;100032;99.99
99999E00034601;1042;17;8;100032;99.99
99999E00034605;1650;18;12;158400;99.99
99999E00034606;920;15;8;88320;99.99
99999E00034608;1042;17;8;100032;99.99
99999E00034609;1042;17;8;100032;99.99
99999E00034621;1100;18;8;105600;99.99
99999E00034623;1100;18;8;105600;99.99
99999E00034631;1100;18;8;105600;99.99
99999E00034634;920;15;8;88320;99.99
99999E00034641;1042;17;8;100032;99.99
99999E00034648;980;16;8;94080;99.99
99999E00034652;1100;18;8;105600;99.99
99999E00034665;1100;18;8;105600;99.99
99999E00034669;920;15;8;88320;99.99
99999E00034679;920;15;8;88320;99.99
99999E00034680;920;15;8;88320;99.99
99999E00034683;1100;18;8;105600;99.99
99999E00034685;858;14;8;82368;99.99
99999E00034687;1100;18;8;105600;99.99
99999E00034690;1106;18;65;106176;99.94
99999E00034692;1100;18;8;105600;99.99
99999E00034697;798;13;8;76608;99.99
99999E00034720;1100;18;8;105600;99.99
99999E00034734;1100;18;8;105600;99.99
99999E00034735;1100;18;8;105600;99.99
99999E00034746;1563;17;12;150048;99.99
99999E00034747;1042;17;8;100032;99.99
99999E00034750;920;15;8;88320;99.99
99999E00034752;1732;15;16;166272;99.99
99999E00034753;1100;18;8;105600;99.99
99999E00034755;1650;18;12;158400;99.99
99999E00034759;980;16;8;94080;99.99
99999E00034760;920;15;8;88320;99.99
99999E00034784;1100;18;8;105600;99.99
99999E00034787;920;15;8;88320;99.99
99999E00034788;920;15;8;88320;99.99
99999E00034796;980;16;8;94080;99.99
99999E00034797;920;15;8;88320;99.99
99999E00034803;980;16;8;94080;99.99
99999E00034804;1100;18;8;105600;99.99
99999E00034809;980;16;8;94080;99.99
99999E00034810;1840;15;16;176640;99.99
99999E00034813;920;15;8;88320;99.99
99999E00034815;1100;18;8;105600;99.99
99999E00034818;1100;18;8;105600;99.99
99999E00034821;1100;18;8;105600;99.99
99999E00034822;1100;18;8;105600;99.99
99999E00034827;798;13;8;76608;99.99
99999E00034829;980;16;8;94080;99.99
99999E00034833;858;14;8;82368;99.99
99999E00034837;1100;18;8;105600;99.99
99999E00034841;858;14;8;82368;99.99
99999E00034850;1100;18;8;105600;99.99
99999E00034856;1100;18;8;105600;99.99
99999E00034858;1100;18;8;105600;99.99
99999E00034872;1100;18;8;105600;99.99
99999E00034875;1100;18;8;105600;99.99
99999E00034878;1042;17;8;100032;99.99
99999E00034880;858;14;8;82368;99.99
99999E00034884;1100;18;8;105600;99.99
99999E00034886;858;14;8;82368;99.99
99999E00034887;1100;18;8;105600;99.99
99999E00034891;1042;17;8;100032;99.99
99999E00034898;920;15;8;88320;99.99
99999E00034899;1042;17;8;100032;99.99
99999E00034903;1100;18;8;105600;99.99
99999E00040039;1100;18;8;105600;99.99
99999E00040067;920;15;8;88320;99.99
99999E00040070;920;15;8;88320;99.99
99999E00040071;1650;18;12;158400;99.99
99999E00040072;1100;18;8;105600;99.99
99999E00040080;1042;17;8;100032;99.99
99999E00040091;920;15;8;88320;99.99
99999E00040098;1100;18;8;105600;99.99
99999E00040099;1100;18;8;105600;99.99
99999E00040105;980;16;8;94080;99.99
99999E00040106;980;16;8;94080;99.99
99999E00040107;980;16;8;94080;99.99
99999E00040109;980;16;8;94080;99.99
99999E00040111;980;16;8;94080;99.99
99999E00040112;980;16;8;94080;99.99
99999E00040118;1100;18;8;105600;99.99
99999E00040120;1100;18;8;105600;99.99
99999E00040121;1100;18;8;105600;99.99
99999E00040122;1100;18;8;105600;99.99
99999E00040123;1100;18;8;105600;99.99
99999E00040134;1100;18;8;105600;99.99
99999E00040137;858;14;8;82368;99.99
99999E00040139;1650;18;12;158400;99.99
99999E00040150;920;15;8;88320;99.99
99999E00040157;1100;18;8;105600;99.99
99999E00040177;980;16;8;94080;99.99
99999E00040182;1100;18;8;105600;99.99
99999E00040193;980;16;8;94080;99.99
99999E00040194;1100;18;8;105600;99.99
99999E00040203;1100;18;8;105600;99.99
99999E00040204;1102;18;8;105792;99.99
99999E00040208;1100;18;8;105600;99.99
99999E00040209;1100;18;8;105600;99.99
99999E00040210;1100;18;8;105600;99.99
99999E00040211;1100;18;8;105600;99.99
99999E00040212;1100;18;8;105600;99.99
99999E00040213;1100;18;8;105600;99.99
99999E00040223;1100;18;8;105600;99.99
99999E00040241;1100;18;8;105600;99.99
99999E00040264;858;14;8;82368;99.99
99999E00040268;980;16;8;94080;99.99
99999E00040269;858;14;8;82368;99.99
99999E00040270;858;14;8;82368;99.99
99999E00040295;1100;18;8;105600;99.99
99999E00040313;644;12;0;61824;100.0
99999E00040314;1100;18;8;105600;99.99
99999E00040318;1100;18;8;105600;99.99
99999E00040320;1100;18;8;105600;99.99
99999E00040321;1100;18;8;105600;99.99
99999E00040337;1042;17;8;100032;99.99
99999E00040339;1100;18;8;105600;99.99
99999E00040344;980;16;8;94080;99.99
99999E00040345;980;16;8;94080;99.99
99999E00040346;980;16;8;94080;99.99
99999E00040347;980;16;8;94080;99.99
99999E00040348;980;16;8;94080;99.99
99999E00040349;980;16;8;94080;99.99
99999E00040351;1716;14;16;164736;99.99
99999E00040352;2200;18;16;211200;99.99
99999E00040357;858;14;8;82368;99.99
99999E00040359;1100;18;8;105600;99.99
99999E00040360;1100;18;8;105600;99.99
99999E00040361;920;15;8;88320;99.99
99999E00040364;858;14;8;82368;99.99
99999E00040370;980;16;8;94080;99.99
99999E00040376;920;15;8;88320;99.99
99999E00040377;1100;18;8;105600;99.99
99999E00040378;1100;18;8;105600;99.99
99999E00040379;920;15;8;88320;99.99
99999E00040380;920;15;8;88320;99.99
99999E00040381;920;15;8;88320;99.99
99999E00040382;920;15;8;88320;99.99
99999E00040384;980;16;8;94080;99.99
99999E00040388;1100;18;8;105600;99.99
99999E00040390;1100;18;8;105600;99.99
99999E00040398;1840;15;16;176640;99.99
99999E00040400;980;16;8;94080;99.99
99999E00040401;980;16;8;94080;99.99
99999E00040402;980;16;8;94080;99.99
99999E00040403;980;16;8;94080;99.99
99999E00040404;980;16;8;94080;99.99
99999E00040405;980;16;8;94080;99.99
99999E00040406;980;16;8;94080;99.99
99999E00040407;980;16;8;94080;99.99
99999E00040408;980;16;8;94080;99.99
99999E00040411;1100;18;8;105600;99.99
99999E00040413;1650;18;32;158400;99.98
99999E00040414;1563;17;12;150048;99.99
99999E00040415;1563;17;12;150048;99.99
99999E00040416;1042;17;8;100032;99.99
99999E00040419;1100;18;8;105600;99.99
99999E00040428;1042;17;8;100032;99.99
99999E00040433;1100;18;8;105600;99.99
99999E00040434;1100;18;8;105600;99.99
99999E00040436;1042;17;8;100032;99.99
99999E00040440;1100;18;8;105600;99.99
99999E00040441;1100;18;8;105600;99.99
99999E00040455;1650;18;12;158400;99.99
99999E00040468;1100;18;8;105600;99.99
99999E00040477;858;14;8;82368;99.99
99999E00040485;858;14;8;82368;99.99
99999E00040487;1100;18;8;105600;99.99
99999E00040489;1100;18;8;105600;99.99
99999E00040503;1042;17;8;100032;99.99
99999E00040504;1042;17;8;100032;99.99
99999E00040505;1042;17;8;100032;99.99
99999E00040506;1042;17;8;100032;99.99
99999E00040507;1042;17;8;100032;99.99
99999E00040508;1042;17;8;100032;99.99
99999E00040509;1042;17;8;100032;99.99
99999E00040510;1042;17;8;100032;99.99
99999E00040511;2084;17;16;200064;99.99
99999E00040512;1042;17;8;100032;99.99
99999E00040513;1042;17;8;100032;99.99
99999E00040514;1042;17;8;100032;99.99
99999E00040515;1100;18;8;105600;99.99
99999E00040524;1100;18;8;105600;99.99
99999E00040569;858;14;8;82368;99.99
99999E00040612;1100;18;8;105600;99.99
99999E00040613;1100;18;8;105600;99.99
99999E00040619;1100;18;8;105600;99.99
99999E00040651;2200;18;16;211200;99.99
99999E00040652;798;13;8;76608;99.99
99999E00040660;858;14;8;82368;99.99
99999E00040669;1100;18;8;105600;99.99
99999E00040670;1100;18;8;105600;99.99
99999E00040704;1100;18;8;105600;99.99
99999E00040705;1100;18;8;105600;99.99
99999E00040706;1100;18;8;105600;99.99
99999E00040707;1100;18;8;105600;99.99
99999E00040709;1100;18;8;105600;99.99
99999E00040710;1100;18;8;105600;99.99
99999E00040711;1100;18;8;105600;99.99
99999E00040712;1100;18;8;105600;99.99
99999E00040713;1100;18;8;105600;99.99
99999E00040714;1100;18;8;105600;99.99
99999E00040715;1100;18;8;105600;99.99
99999E00040716;1100;18;8;105600;99.99
99999E00040717;1100;18;8;105600;99.99
99999E00040718;1100;18;8;105600;99.99
99999E00040726;1100;18;8;105600;99.99
99999E00040742;1100;18;8;105600;99.99
99999E00040748;920;15;8;88320;99.99
99999E00040779;1100;18;8;105600;99.99
99999E00040825;798;13;8;76608;99.99
99999E00040826;798;13;8;76608;99.99
99999E00040827;798;13;8;76608;99.99
99999E00040828;858;14;8;82368;99.99
99999E00040833;858;14;8;82368;99.99
99999E00040839;622;13;8;59712;99.99
99999E00040887;1100;18;8;105600;99.99
99999E00040896;920;15;8;88320;99.99
99999E00040907;1100;18;8;105600;99.99
99999E00040954;1100;18;8;105600;99.99
99999E00040963;798;13;8;76608;99.99
99999E00040966;1100;18;8;105600;99.99
99999E00040969;1100;18;8;105600;99.99
99999E00040972;1100;18;8;105600;99.99
99999E00040993;1100;18;8;105600;99.99
99999E00041045;1100;18;8;105600;99.99
99999E00041046;1100;18;8;105600;99.99
99999E00041058;920;15;8;88320;99.99
99999E00041144;1650;18;12;158400;99.99
99999E00041145;858;14;8;82368;99.99
99999E00041166;1650;18;12;158400;99.99
99999E00041167;1650;18;12;158400;99.99
99999E00041169;1042;17;8;100032;99.99
99999E00041170;1042;17;8;100032;99.99
99999E00041177;1100;18;8;105600;99.99
99999E00041178;1100;18;8;105600;99.99
99999E00041180;1100;18;8;105600;99.99
99999E00041182;1100;18;8;105600;99.99
99999E00041183;1100;18;8;105600;99.99
99999E00041195;1716;14;16;164736;99.99
99999E00041202;1716;14;16;164736;99.99
99999E00041203;1100;18;8;105600;99.99
99999E00041204;1100;18;8;105600;99.99
99999E00041205;858;14;8;82368;99.99
99999E00041210;1100;18;8;105600;99.99
99999E00041224;1100;18;8;105600;99.99
99999E00639916;858;14;8;82368;99.99
99999E00639917;1716;14;16;164736;99.99
99999E00656629;858;14;8;82368;99.99
99999E10004622;1100;18;8;105600;99.99
99999E10004625;1100;18;8;105600;99.99
99999E10004633;1650;18;12;158400;99.99
99999E10004638;1650;18;12;158400;99.99
99999E10004644;1650;18;12;158400;99.99
99999E10004655;1650;18;12;158400;99.99
99999E10004671;1100;18;8;105600;99.99
99999E10004678;1100;18;8;105600;99.99
99999E10004699;1100;18;8;105600;99.99
99999E10004700;1042;17;8;100032;99.99
99999E10004701;1042;17;8;100032;99.99
99999E10004711;1100;18;8;105600;99.99
99999E10004722;1960;16;16;188160;99.99
99999E10004730;1100;18;8;105600;99.99
99999E10004737;1100;18;8;105600;99.99
99999E10004739;1100;18;8;105600;99.99
99999E10004741;1100;18;8;105600;99.99
99999E10004743;1100;18;8;105600;99.99
99999E10004746;1100;18;8;105600;99.99
99999E10004747;1100;18;8;105600;99.99
99999E10004749;1100;18;8;105600;99.99
99999E10004752;1100;18;8;105600;99.99
99999E10004754;1100;18;8;105600;99.99
99999E10004756;1100;18;8;105600;99.99
99999E10004757;1100;18;8;105600;99.99
99999E10004758;1100;18;8;105600;99.99
99999E10004759;1100;18;8;105600;99.99
99999E10004760;1100;18;8;105600;99.99
99999E10004761;1100;18;8;105600;99.99
99999E10004762;1100;18;8;105600;99.99
99999E10004763;1100;18;8;105600;99.99
99999E10004764;1100;18;8;105600;99.99
99999E10004765;1100;18;8;105600;99.99
99999E10004766;1100;18;8;105600;99.99
99999E10004775;1100;18;8;105600;99.99
99999E10004783;1100;18;8;105600;99.99
99999E10004795;1100;18;8;105600;99.99
99999E10004798;1100;18;8;105600;99.99
99999E10004800;2200;18;16;211200;99.99
99999E10004808;1100;18;8;105600;99.99
99999E10004825;858;14;8;82368;99.99
99999E10004828;1100;18;8;105600;99.99
99999E10004837;1100;18;8;105600;99.99
99999E10004846;1100;18;8;105600;99.99
99999E10004850;1042;17;8;100032;99.99
99999E10004856;1650;18;12;158400;99.99
99999E10004861;980;16;8;94080;99.99
99999E10004866;1100;18;8;105600;99.99
99999E10004885;980;16;8;94080;99.99
99999E10004886;980;16;8;94080;99.99
99999E10004887;980;16;8;94080;99.99
99999E10004891;1100;18;8;105600;99.99
99999E10004896;920;15;8;88320;99.99
99999E10004901;980;16;8;94080;99.99
99999E10004910;1100;18;8;105600;99.99
99999E10004912;980;16;8;94080;99.99
99999E10004914;1100;18;8;105600;99.99
99999E10004915;1650;18;12;158400;99.99
99999E10004916;1650;18;12;158400;99.99
99999E10004917;1100;18;8;105600;99.99
99999E10004933;1100;18;8;105600;99.99
99999E10004936;1100;18;8;105600;99.99
99999E10004938;1100;18;8;105600;99.99
99999E10004939;1100;18;8;105600;99.99
99999E10004940;1100;18;8;105600;99.99
99999E10004941;1100;18;8;105600;99.99
99999E10004943;1100;18;8;105600;99.99
99999E10004946;1100;18;8;105600;99.99
99999E10004947;1100;18;8;105600;99.99
99999E10004948;1100;18;8;105600;99.99
99999E10004951;1100;18;8;105600;99.99
99999E10004955;1100;18;8;105600;99.99
99999E10004968;1100;18;8;105600;99.99
99999E10004971;1100;18;8;105600;99.99
99999E10004975;1100;18;8;105600;99.99
99999E10004976;1100;18;8;105600;99.99
99999E10004979;1100;18;8;105600;99.99
99999E10004982;1287;14;12;123552;99.99
99999E10004983;858;14;8;82368;99.99
99999E10004985;1659;18;12;159264;99.99
99999E10004986;1100;18;8;105600;99.99
99999E10004987;1100;18;8;105600;99.99
99999E10004990;1100;18;8;105600;99.99
99999E10004997;1100;18;8;105600;99.99
99999E10004998;1100;18;8;105600;99.99
99999E10004999;1650;18;12;158400;99.99
99999E10005008;1100;18;8;105600;99.99
99999E10005010;858;14;8;82368;99.99
99999E10005015;1287;14;12;123552;99.99
99999E10005016;1100;18;8;105600;99.99
99999E10005017;1100;18;8;105600;99.99
99999E10005018;1100;18;8;105600;99.99
99999E10005020;1100;18;8;105600;99.99
99999E10005021;1100;18;8;105600;99.99
99999E10005025;1100;18;8;105600;99.99
99999E10005026;1100;18;8;105600;99.99
99999E10005029;1100;18;8;105600;99.99
99999E10005038;858;14;8;82368;99.99
99999E10005043;1100;18;8;105600;99.99
99999E10005044;1100;18;8;105600;99.99
99999E10005046;1100;18;8;105600;99.99
99999E10005051;1650;18;12;158400;99.99
99999E10005054;1100;18;8;105600;99.99
99999E10005055;1100;18;8;105600;99.99
99999E10005057;1100;18;8;105600;99.99
99999E10005060;1100;18;8;105600;99.99
99999E10005061;1100;18;8;105600;99.99
99999E10005064;1100;18;8;105600;99.99
99999E10005067;1100;18;8;105600;99.99
99999E10005068;858;14;8;82368;99.99
99999E10005087;1100;18;8;105600;99.99
99999E10005103;1100;18;8;105600;99.99
99999E10005107;1100;18;8;105600;99.99
99999E10005118;2605;17;20;250080;99.99
99999E10005139;1100;18;8;105600;99.99
99999E10005142;1100;18;8;105600;99.99
99999E10005143;1650;18;12;158400;99.99
99999E10005146;1100;18;8;105600;99.99
99999E10005152;1100;18;8;105600;99.99
99999E10005158;858;14;8;82368;99.99
99999E20000009;1100;18;8;105600;99.99
99999E20000010;858;14;8;82368;99.99
99999E20000011;1100;18;8;105600;99.99
99999E20000013;1100;18;8;105600;99.99
99999E20000016;1100;18;8;105600;99.99
99999E20000017;1100;18;8;105600;99.99
99999E20000020;1100;18;8;105600;99.99
99999E20000023;1995;13;20;191520;99.99
99999E20000033;2200;18;16;211200;99.99
99999E20000034;980;16;8;94080;99.99
99999E20000035;980;16;8;94080;99.99
99999E20000044;1100;18;8;105600;99.99
99999E20000045;1100;18;8;105600;99.99
99999E20000049;1100;18;8;105600;99.99
99999E20000050;1100;18;8;105600;99.99
99999E20000052;980;16;8;94080;99.99
99999E20000058;1100;18;8;105600;99.99
99999E20000075;1100;18;8;105600;99.99
99999E20000076;1100;18;8;105600;99.99
99999E20000087;1100;18;8;105600;99.99
99999E20000088;1100;18;8;105600;99.99
99999E20000091;1100;18;8;105600;99.99
99999E20000095;1100;18;8;105600;99.99
99999E20000097;980;16;8;94080;99.99
99999E20000099;1100;18;8;105600;99.99
99999E20000104;1100;18;8;105600;99.99
99999E20000107;1100;18;8;105600;99.99
99999E20000108;1100;18;8;105600;99.99
99999E20000110;1100;18;8;105600;99.99
99999E20000129;1650;18;12;158400;99.99
99999E20000133;1100;18;8;105600;99.99
99999E20000135;1100;18;8;105600;99.99
99999E20000141;1100;18;8;105600;99.99
99999E20000148;858;14;8;82368;99.99
99999E20000149;858;14;8;82368;99.99
99999E20000152;858;14;8;82368;99.99
99999E20000165;1100;18;8;105600;99.99
99999E20000167;858;14;8;82368;99.99
99999E20000168;1716;14;16;164736;99.99
99999E20000178;1100;18;8;105600;99.99
99999E20000180;1650;18;12;158400;99.99
99999E20000192;858;14;8;82368;99.99
99999E20000193;858;14;8;82368;99.99
99999E20000195;858;14;8;82368;99.99
99999E20000198;1100;18;8;105600;99.99
99999E20000199;980;16;8;94080;99.99
99999E20000209;1100;18;8;105600;99.99
99999E20000221;1100;18;8;105600;99.99
99999E20000229;1100;18;8;105600;99.99
99999E20000235;980;16;8;94080;99.99
99999E20000236;1100;18;8;105600;99.99
99999E20000237;920;15;8;88320;99.99
99999E20000243;1100;18;8;105600;99.99
99999E20000252;2200;18;16;211200;99.99
99999E20000256;2200;18;16;211200;99.99
99999E20000260;980;16;8;94080;99.99
99999E20000264;920;15;8;88320;99.99
99999E20000269;1100;18;8;105600;99.99
99999E20000291;980;16;8;94080;99.99
99999E20000292;980;16;8;94080;99.99
99999E20000293;1100;18;8;105600;99.99
99999E20000301;1100;18;8;105600;99.99
99999E20000303;1100;18;8;105600;99.99
99999E20000304;1650;18;12;158400;99.99
99999E20000305;1100;18;8;105600;99.99
99999E20000312;1100;18;8;105600;99.99
99999E20000320;1100;18;8;105600;99.99
99999E20000321;1100;18;8;105600;99.99
99999E20000333;858;14;8;82368;99.99
99999E20000340;1100;18;8;105600;99.99
99999E20000342;998;17;8;95808;99.99
99999E20000344;858;14;8;82368;99.99
99999E20000352;1042;17;8;100032;99.99
99999E20000353;1042;17;8;100032;99.99
99999E20000354;1100;18;8;105600;99.99
99999E20000361;1650;18;12;158400;99.99
99999E20000384;1100;18;8;105600;99.99
99999E20000386;1100;18;8;105600;99.99
99999E20000388;1100;18;8;105600;99.99
99999E20000392;920;15;8;88320;99.99
99999E20000400;1042;17;8;100032;99.99
99999E20000409;1100;18;8;105600;99.99
99999E20000415;1100;18;8;105600;99.99
99999E20000447;858;14;8;82368;99.99
99999E20000448;798;13;8;76608;99.99
99999E20000449;858;14;8;82368;99.99
99999E20000462;858;14;8;82368;99.99
99999E20000467;1100;18;8;105600;99.99
99999E20000468;798;13;8;76608;99.99
99999E20000469;798;13;8;76608;99.99
99999E20000471;798;13;8;76608;99.99
99999E20000472;798;13;8;76608;99.99
99999E20000473;798;13;8;76608;99.99
